rn,video_id,owner_id,manual_category,manual_category_l2,total_vv
2523,7cP1WKskD1JBz4NZ7,1573538710615871,汽车/摩托车,汽车知识,521185
2524,7efzvn5531JC21Uw0,1578567875331557,工业/机械/施工,工厂加工制作,521065
2525,7gbS0RFhO1Jx1vIKj,1585400859348044,知识,科普/冷知识,520769
2526,76sIsr84L1JEA1UuG,1551141563375791,影视综艺,综艺节目,520357
2527,7d5Q2zxhd1JzwQHqC,1574493407082231,生活,生活随拍,519875
2528,73zrE0TYN1JBK2n43,1540958918013429,搞笑,剧情段子,519666
2529,76sM7Bsst1JEgU4su,1551144920065693,明星名人,娱乐明星,519617
2530,7efzvn5531JDatSRy,1578567875331557,工业/机械/施工,建筑施工,519563
2531,7efpRp8Dk1JAAcy00,1578559039572942,工业/机械/施工,工厂加工制作,519524
2532,6YaJnUfN51JCqz6T9,1521947091477935,汽车/摩托车,秀汽车,519502
2533,7gNxnCyu61JABwS8g,1587540365765426,美食,美食制作片段,519150
2534,7cp6vhOhL1JD8fbIT,1572066079366653,亲子,搞笑儿童,519050
2535,7g8wkUV3w1JxlaXRN,1585210600021310,影视综艺,影视片段,518684
2536,7biLNuSoq1JECufxg,1568184693645570,游戏,MOBA类-英雄联盟,518567
2537,77QhBdR4k1JySlNPp,1556001777872936,情感,亲情,518170
2538,73C3Kme9h1JvatpjX,1541107425272647,生活技巧,生活窍门,517833
2539,7cHG8JVVl1JBJsHj9,1573121131235935,明星名人,娱乐明星,517766
2540,7h5PqdvmI1JAeMx2B,1588579298755732,旅行风景,其他,517650
2541,77WltD33v1JyKbO9T,1556346131611357,生活技巧,家装设计,517608
2542,7dYJvI4KR1JAYt6Ma,1577611437658585,搞笑,搞笑街采,517362
2543,76DHZXLqA1JDqIar8,1551765945231236,新闻资讯,财经新闻,517259
2544,70ZFIMo161JzZyWTS,1531883776601860,搞笑,生活趣事,516957
2545,7cgilDm8O1JC7EVAu,1571565728212050,新时代,正能量小剧场,516915
2546,77fUpxzDb1JDvg5yO,1553935725720273,工业/机械/施工,建筑施工,516564
2547,7bcFh7pOg1JtMaaKn,1567837917000904,情感,婚礼现场/花絮,516460
2548,7ckmph6sO1JD3I0It,1571796647487578,新闻资讯,社会民生,516035
2549,751bLZywM1JCnZ6Om,1546056398980576,生活,生活随拍,516002
2550,76OCRDilA1JD7AzCL,1552386044069466,情感,亲情,515939
2551,77IIRMrrb1JCvDUPW,1555572356239057,知识,科普/冷知识,515866
2552,77HaSrQ3I1JC8AlPx,1555484417353278,旅行风景,人文景观活动,515741
2553,75ZGqS3UJ1Jv8m4nx,1549492501144377,影视综艺,影视片段,515480
2554,7cRM4zWfn1JBlzuPe,1573694568901385,新时代,正能量小剧场,514905
2555,7d2pzvmrf1Jxi5M72,1574298757413129,时尚,护肤美体,514738
2556,76jNP8FR71JAZiCRr,1550635277377041,知识,科普/冷知识,514271
2557,7375BB7Ii1JBdSgIu,1539348320798366,新时代,其他,514053
2558,7cHG8JVVl1JABoAhk,1573121131235935,明星名人,娱乐明星,514046
2559,7cqzak98E1JBh1v0a,1572149137708124,知识,健康养生,513969
2560,7gO3ZY1tu1JCjPWJC,1587570248633144,运动,武术搏击,513938
2561,7efzvn5531JC4lfco,1578567875331557,生活,生活随拍,513914
2562,7eTjNu0ss1Jwh4aAu,1580825494254180,美食,美食教学,513908
2563,7fpDOXiqN1JxmJnBB,1582661446206445,搞笑,逗比,513752
2564,7gknSgXIq1JwhOqIM,1585884450525358,情感,两性情感小剧场,513538
2565,73G3TxOf11JxJalWt,1541334761962355,音乐,音乐MV,513399
2566,7hw1JFpiC1JD31gDC,1590067385875150,亲子,亲子互动,513291
2567,7hw1JFpiC1JD31gDC,1590067385875150,亲子,婴幼儿童日常,513291
2568,7hw1JFpiC1JD31gDC,1590067385875150,亲子,搞笑儿童,513291
2569,7hyDPaUR71JDsqRYq,1590215880785085,情感,亲情,513041
2570,7dO3fBFVy1JwE9pvJ,1577004719777020,工业/机械/施工,工厂加工制作,513008
2571,6YVbenhus1JCrlEKR,1524585413188780,新时代,威武军警,512891
2572,76xQ7EeQT1JD3eC3w,1551432586437623,新时代,威武军警,512692
2573,7aunGNYgY1JEfLjL0,1565322595794884,搞笑,剧情段子,512686
2574,7euy3jDO61JzXMmi9,1579418548175254,明星名人,知名人士,512583
2575,712UW4ikP1JC1ysp7,1532068115661523,新闻资讯,社会民生,512119
2576,7ddKTBPBC1Ju1TJD6,1574943095862832,科技,智能产品/黑科技,512057
2577,7fFuI0O5w1JzMQcGC,1583561902182622,汽车/摩托车,秀汽车,511756
2578,7e7GAeVtf1JBVYmM2,1578119958314825,情感,两性情感小剧场,511695
2579,7hyy7zpCm1JDp5sz7,1590210655800262,情感,亲情,511460
2580,7eRTpA3Q81JyPPnuZ,1580744521375868,搞笑,剧情段子,511111
2581,739WE3euP1JCjSnbI,1539510512561559,知识,健康养生,510933
2582,739WE3euP1JCjSnbI,1539510512561559,科技,智能产品/黑科技,510933
2583,747xA6Qf41JxdC3Hj,1542895565130534,长尾才艺,杂技,510821
2584,72oMRLiA71Jytr5Ar,1536831942755295,搞笑,剧情段子,510504
2585,76OCRDilA1JBHkJ43,1552386044069466,三农,农家生活,510306
2586,7ftvjqTYN1JDuVc3j,1582880852299221,新闻资讯,社会民生,510276
2587,6Yz5AjWYA1JBn76R6,1523330635494492,科技,智能产品/黑科技,510008
2588,72zqIOOvv1JCuBdwD,1537436458275097,汽车/摩托车,秀汽车,509713
2589,7dDs5Bllp1JCifkmQ,1576402672663915,新时代,正能量小剧场,509589
2590,73lYlquQQ1JEwBDG9,1540193672448260,新闻资讯,时政外交,509508
2591,77448NtyA1Jz8tPWc,1553263036813772,生活,新奇好玩,509202
2592,76OzI5Ksz1JDNqA9S,1552383154688859,情感,亲情,508682
2593,7fkcMv4Np1JBGpefc,1582352673163791,影视综艺,影视片段,508536
2594,76Y8IQKWj1JxWDEta,1552926432661495,知识,风水面相玄学,508179
2595,76IUI8yJ11JDKEfwg,1552061592734703,搞笑,剧情段子,508042
2596,7cwFaM7nU1JwDsAHe,1572495442585062,时尚,美妆,507636
2597,7fWMm1AHU1Jwwl18U,1584543671686026,新闻资讯,社会民生,507431
2598,76XlVGagI1JCoAr7u,1552881731720852,知识,职场/经商/口才,506622
2599,7d12tThwt1JDu96Hk,1574220803165369,颜值,普通女,506519
2600,7d12tThwt1JDu96Hk,1574220803165369,颜值,美女,506519
2601,76LyZwjRc1JDAFtds,1552212095379582,情感,婚礼现场/花絮,506471
2602,7d4jSfqB51JzBwWgQ,1574407138040427,情感,两性情感其他,506359
2603,7cJJZBUbn1JDvIjMV,1573238261338089,新闻资讯,交通资讯,506274
2604,7cJJZBUbn1JDvIjMV,1573238261338089,生活,生活随拍,506274
2605,7fWnfzYb21JwA59qo,1584520673124244,情感,友情,506075
2606,777vHNSZu1JAZkNdd,1553458690376516,情感,两性情感小剧场,505576
2607,7cPim6CgM1JDqBuJJ,1573553743431000,三农,农家生活,505546
2608,7cPim6CgM1JDqBuJJ,1573553743431000,工业/机械/施工,工厂加工制作,505546
2609,7cP2zldNu1JwzH0Ts,1573539280878904,三农,农业生产养殖,505445
2610,76Hn4SuGg1JCQdAFW,1551973980009764,新闻资讯,社会民生,505210
2611,7fzsjaPqf1JtZa2DD,1583218901483463,新闻资讯,社会民生,505118
2612,7eeaPo2lR1JB0eJiR,1578488467529731,新闻资讯,交通资讯,504952
2613,7hmmDFDWl1JB1vsZs,1589518533707045,情感,两性情感其他,504735
2614,7f6IWfje81JBjNi2z,1581586930121824,影视综艺,影视片段,504565
2615,7cEmQOkWz1Jz9XTOR,1572933059080815,时尚,服饰穿搭,504267
2616,7cYfCVsu11Jz99kLq,1574062445691245,舞蹈,其他舞蹈,504154
2617,72orHeUg51JCeVqbb,1536812548482469,动物,农村家禽,504003
2618,78jdIOjmm1JxXde9n,1557645432296454,搞笑,剧情段子,503811
2619,77Ef22Wrr1JCINO6Y,1555317823007549,影视综艺,影视片段,503757
2620,77OShb66P1Jt1KnND,1555921778132663,工业/机械/施工,工厂加工制作,503703
2621,7hu2rP6ZU1JCjyAqC,1589954437875694,搞笑,生活趣事,503385
2622,73xcWocnF1JD28ekW,1540831847076107,长尾才艺,魔术,503289
2623,75MTVltaF1JAVf14S,1548766458107281,汽车/摩托车,秀汽车,503202
2624,788zCMn6T1JBlMy9n,1557040695507079,搞笑,逗比,503155
2625,77HkiAiRb1JuKzRCh,1555493048750825,新时代,其他,503115
2626,75I2TKSWX1JvNVPp6,1548490678629471,生活,奇闻猎奇,503012
2627,71AAaUDBi1JzSfPjS,1533980304225412,美食,美食制作片段,502998
2628,7gzF4QQ0k1JxgBOzp,1586752214183460,亲子,亲子互动,502798
2629,7gNxnCyu61JyO6oX1,1587540365765426,美食,美食秀,502687
2630,70ZFIMo161JAxUgkI,1531883776601860,时尚,美发,502513
2631,7gKoroKtW1JCHVLrD,1587361775678056,新时代,正能量小剧场,502504
2632,7ef3QwpkM1JEsEPJE,1578538871606796,知识,纸上答题,502120
2633,7133ESoUf1JzUpa56,1532076106824623,亲子,孕产,501647
2634,77p70s3tS1JBAhOLI,1554458466843720,生活,生活随拍,501252
2635,7eaKxmJud1JD5PAAy,1578293981084453,汽车/摩托车,摩托车,501027
2636,73rmPk5uC1JxkpwZr,1540500102576782,生活,新奇好玩,501025
2637,7d7worvVf1JzyPRK4,1574589008064321,明星名人,娱乐明星,500905
2638,76SGVB9cm1Jz6l0XH,1552616968136650,运动,健身,500330
2639,77fUpxzDb1JDvWZNI,1553935725720273,情感,两性情感其他,500252
2640,71Oxzb0Vq1Jyrzpl4,1534773117660064,情感,两性情感其他,499948
2641,6ZTXu0kBl1JCRO0iB,1528037632651547,游戏,MOBA类-其他,499940
2642,6ZTXu0kBl1JCRO0iB,1528037632651547,游戏,MOBA类-王者荣耀,499940
2643,73AvOKigI1Jy88S8P,1541019541361828,情感,两性情感小剧场,499876
2644,77BeeNHJn1JBHZFlI,1555146694628865,搞笑,生活趣事,499730
2645,76CaUPe0a1JD1BMTe,1551678836695402,三农,农家生活,499668
2646,7cTMceTcy1JCK66zA,1573808282566646,情感,两性情感小剧场,499520
2647,7aAXWUAHo1JDQ2jUC,1565696615989394,动物,其他动物,499478
2648,7aAXWUAHo1JDQ2jUC,1565696615989394,萌宠,狗,499478
2649,72bt917wh1JC5gNgT,1536075472004501,情感,亲情,499443
2650,7f6usHY1k1JyHgUkT,1581573667802090,情感,亲情,499326
2651,751bLZywM1JAcUeuX,1546056398980576,亲子,萌娃,499085
2652,74c9lduax1JDsT2Ol,1543157359058893,影视综艺,影视片段,498712
2653,73zn1sS8a1JwkXHdO,1540954683871074,情感,两性情感小剧场,498594
2654,7ckmph6sO1JDLPBxA,1571796647487578,新闻资讯,社会民生,498452
2655,7cQH607LK1JCLr8Mh,1573633209018796,亲子,婴幼儿童日常,497918
2656,7cQH607LK1JCLr8Mh,1573633209018796,颜值,普通男,497918
2657,778j517Df1JC2qR8p,1553503923895557,运动,健身,497783
2658,7heTaxKUM1JxFXt1e,1589093933812272,亲子,搞笑儿童,497669
2659,7133ESoUf1JzwUuWe,1532076106824623,三农,农家生活,497641
2660,7cnS6mAci1JDblirp,1571996085000506,新闻资讯,社会民生,497525
2661,7ckmph6sO1JBjkC8k,1571796647487578,情感,亲情,497476
2662,7dYT1LR811JCNgyV0,1577620156597757,搞笑,逗比,497427
2663,7gPkGWazG1JyqWnRg,1587642341934812,悬疑/侦探剧场,悬疑/侦探剧场,497315
2664,7hu2rP6ZU1JDvJV5r,1589954437875694,汽车/摩托车,摩托车,497177
2665,7g6Hbmvpf1JwDqFwj,1585106935822521,影视综艺,影视片段,496945
2666,7d5PLrkpX1JzwNNJ4,1574493153928465,三农,农家生活,496896
2667,72BdJlg271JEarDWv,1537538156751755,情感,亲情,496887
2668,7biVlTBSo1JACbvVK,1568193447131192,明星名人,娱乐明星,496545
2669,7cA5Ws6Pj1JEiZpS3,1572690367240869,搞笑,恶搞整蛊,496535
2670,78mlU9t7F1JEiVTub,1557823329647975,生活,奇闻猎奇,496488
2671,70ZFIMo161JBK7bn1,1531883776601860,舞蹈,其他舞蹈,496416
2672,77m2oew8F1JCqwtAx,1554283836878441,明星名人,娱乐明星,496361
2673,7f9YWOpUr1JEDmcrU,1581771997321055,萌宠,狗,496129
2674,77zaYE24b1JCMX0zT,1555030107032715,搞笑,剧情段子,496096
2675,73wUUAm7B1Jtr3Nby,1540815330029839,搞笑,剧情段子,495983
2676,78UluLjDd1JyKDrA3,1559754162493075,科技,其他3C数码,495870
2677,6ZEAqZEZM1JEiTQrQ,1527164513573710,游戏,棋牌游戏,495864
2678,77448NtyA1Jz8tr8m,1553263036813772,音乐,音乐MV,495664
2679,74dv4wSgH1JBbFVFZ,1543234067639939,搞笑,剧情段子,495595
2680,76MQ7myqQ1JwklhHZ,1552284585756744,动物,鸟类,495490
2681,79XC1rptM1JweyRB2,1563461318806354,明星名人,娱乐明星,495466
2682,7bcFh7pOg1JCPL0uK,1567837917000904,情感,婚礼现场/花絮,495374
2683,726drtCLu1Jxnm10f,1535777085468608,新闻资讯,社会民生,495244
2684,7ahvquLV81JCKd1Ol,1564591280797858,搞笑,逗比,494776
2685,7g6G6H87M1JD8XXqk,1585105950723402,情感,两性情感小剧场,494666
2686,71QImnNyB1JABqv71,1534896606546893,美食,探店攻略,494396
2687,73AvOKigI1Jy87Ow6,1541019541361828,生活,生活随拍,494350
2688,7cCPCLrSi1JDqVNvO,1572845818904730,知识,健康养生,494333
2689,7cCPCLrSi1JDqVNvO,1572845818904730,美食,美食教学,494333
2690,76GHg8h2F1JAAh2wI,1551935668731337,生活,新奇好玩,494107
2691,73C3DZycE1JsCL4hm,1541107331210176,长尾才艺,特效炫技,493870
2692,7fts5RFtf1JAWinfp,1582877903411105,情感,两性情感小剧场,493846
2693,78mcqAyMp1JzX44is,1557814647619009,明星名人,娱乐明星,493792
2694,75Gq5qYAw1JEEiswA,1548398321784584,搞笑,逗比,493582
2695,7hvqVWKGO1JEiTR8F,1590033670410198,生活,纪实现场拍摄,493331
2696,7hnPvxqhQ1JCFpeKk,1589601781624962,情感,亲情,493075
2697,75UtfGAEi1JAkKYHO,1549196424965842,新时代,正能量小剧场,493071
2698,7e02jVSRT1JzCgxzH,1577685470392845,影视综艺,影视片段,492733
2699,7hpcHOCqh1JCvoKoC,1589679834329941,情感,两性情感小剧场,492563
2700,7g6AFE8mI1Jz82GOX,1585100970384112,知识,科普/冷知识,492457
2701,7bMXmgGFp1JtZKxwb,1569899291964335,生活,生活随拍,492076
2702,72zrd6jLo1JB0wPj2,1537436905736902,情感,两性情感小剧场,491917
2703,72lyUIaB21JAY2nKp,1536648759772224,知识,科普/冷知识,491830
2704,7cOXBHvQJ1JxZvVcq,1573534735080025,三农,农业生产养殖,491726
2705,76Y0ccpou1JAvXTC2,1552918621140146,知识,其他,491710
2706,7ei5OAtAu1JC2cbKB,1578711075996202,影视综艺,影视片段,491696
2707,76qqDEr2H1JvvuTCl,1551011638224515,生活技巧,好物推荐,491280
2708,7aK1Ft0791JxKUAC7,1566211224867779,生活技巧,好物推荐,491075
2709,7ckmph6sO1JEzl9RY,1571796647487578,亲子,亲子互动,490959
2710,76LyZwjRc1JzZHNK4,1552212095379582,情感,婚礼现场/花絮,490904
2711,7gzP85zRj1JCqTuaA,1586761423353645,知识,健康养生,490815
2712,733v3YRTn1JEwiuKs,1539144442573293,搞笑,剧情段子,490687
2713,72xdpBW7D1JC5dcKa,1537310664257737,运动,武术搏击,490471
2714,7hqKsvCwc1JDT20Vc,1589767556908908,运动,瑜伽/普拉提,490470
2715,6WVSqsnC41JBenFKK,1517581756219348,明星名人,娱乐明星,490336
2716,7eLAPnbjz1JzdwnVz,1580386694553761,搞笑,恶搞整蛊,490179
2717,76Y0ccpou1JzBz7UC,1552918621140146,生活技巧,生活窍门,490160
2718,7cTGENVS11JwCtsFn,1573803207858801,知识,电脑使用技巧,490013
2719,7fOKFGySI1JC188dD,1584087728050504,生活技巧,生活窍门,489886
2720,7ffKjk7so1Jxk7ySW,1582099389377036,亲子,亲子互动,489665
2721,6ZWF4qNyA1JwiLDKI,1528191165090420,生活技巧,好物推荐,489527
2722,76jGGT3C81JDLEhdW,1550628742514608,亲子,孕产,489523
2723,76Q0Y5qYH1JEz8D1O,1552464926857395,新闻资讯,社会民生,489498
2724,77adl4r461JCJcD96,1553612264780794,情感,两性情感其他,489092
2725,7cksrPxij1JBBZ7L7,1571802182043531,汽车/摩托车,汽车特技,488686
2726,76cn1igzs1JzokqRj,1550213119743606,生活,生活随拍,488541
2727,76xKmfWdI1JDVFm9I,1551427305494178,新闻资讯,其他,488488
2728,76xKmfWdI1JDVFm9I,1551427305494178,新闻资讯,时政外交,488488
2729,7hkGm9PjV1JDRLZ28,1589422997112055,运动,其他,488453
2730,79sOxmJe31JDwuxNV,1561711976824251,搞笑,剧情段子,488409
2731,730EgJdqN1JDSjJSM,1538982475423945,情感,两性情感小剧场,488383
2732,7cAt4UzDE1JzTCIn7,1572711563290630,新闻资讯,财经新闻,487967
2733,765AhzFFQ1JxyRoqA,1549827668390782,搞笑,逗比,487239
2734,6YArDk2jM1JCrBjdA,1523407635001922,新时代,威武军警,487063
2735,77aheAJH31JC44u2s,1553615833575873,长尾才艺,书法,487036
2736,7cgd5UYnL1JDxspVO,1571560915325089,情感,亲情,486791
2737,75gF8jifO1JEz9V0z,1546935300149860,影视综艺,影视片段,486647
2738,76t9y1LLf1JuJwFhQ,1551166381576293,情感,婚礼现场/花絮,486622
2739,7d5rGWXLm1JClN8yp,1574471100398228,搞笑,恶搞整蛊,486467
2740,77Wprj8fN1Jwa6ccU,1556349761843435,生活,新奇好玩,486117
2741,700WiaHK81JBV69tX,1528434143324008,影视综艺,片场花絮,486096
2742,7ev0J1myL1Ju8a3hm,1579444816144459,亲子,孕产,485507
2743,6URaltFgy1JCO9P6u,1510270942644494,搞笑,剧情段子,485494
2744,70ZFIMo161JzUkZAv,1531883776601860,生活,新奇好玩,485490
2745,74c9lduax1JCLayuG,1543157359058893,知识,科普/冷知识,485402
2746,778imMwvD1JCthwqW,1553503270257481,颜值,美女,485196
2747,72B50kkJN1JvekH87,1537530162533735,生活技巧,生活窍门,485012
2748,73M4DfcyQ1JyN3hEc,1541676238652568,亲子,亲子互动,484752
2749,7fSR4A71I1JztfljY,1584320793661190,亲子,亲子互动,484547
2750,7cTmbsBet1JvNMtrR,1573784451604197,搞笑,剧情段子,484515
2751,70GvqSyZD1JC57a4O,1530795146295557,新闻资讯,社会民生,484284
2752,79eDQhiJC1JDVes0x,1560906975521836,工业/机械/施工,建筑施工,484226
2753,7hvTCYUsA1JDvCQKs,1590059958026156,情感,亲情,484066
2754,7aOqJbL5z1JvqYOlE,1566461384126925,影视综艺,原创微剧,483988
2755,7cCPCLrSi1JE84Ni6,1572845818904730,工业/机械/施工,建筑施工,483974
2756,7gKAGFD5W1Jwco7He,1587372994940260,三农,农业生产养殖,483925
2757,79VPHQ0dA1Jya8Xh1,1563360254529210,旅行风景,其他,483821
2758,7g2z08AGn1JCmCv7h,1584872239961523,工业/机械/施工,工厂加工制作,483278
2759,77CXu9X181JCKYtWs,1555244947788906,舞蹈,广场舞,483148
2760,77OQ44sun1JDwfTvy,1555919752192363,知识,科普/冷知识,482643
2761,77ZLKIJVA1JtXAdeY,1556540604325894,工业/机械/施工,工厂加工制作,482513
2762,7cEmJKjgQ1JvUzZX4,1572932954686720,美食,美食教学,482346
2763,765BdAaeP1JwD54ls,1549828525535759,情感,两性情感小剧场,482087
2764,73AvOKigI1Jy8hPD5,1541019541361828,明星名人,网红,482039
2765,74TadODY71JwBvcEK,1545600575966955,长尾才艺,书法,481993
2766,7fLRtTPFS1JxiwnRl,1583923566120360,明星名人,知名人士,481926
2767,7fuy9jgMP1JCs1aWT,1582940251350987,搞笑,剧情段子,481884
2768,779BnNuIf1JEaeaQg,1553577492024631,新闻资讯,其他,481853
2769,7e06VbnO41JCq8KcE,1577689685342452,明星名人,娱乐明星,481819
2770,73vW0W9QY1JA92Uwo,1540759539781160,汽车/摩托车,秀汽车,481769
2771,70aLYnXHY1JD3osIX,1528992691984442,亲子,搞笑儿童,481513
2772,7fT0mTggm1JD1PGPx,1584329309394462,新闻资讯,社会民生,481363
2773,7cP1WKskD1JwWUAmt,1573538710615871,情感,两性情感小剧场,481307
2774,7cNOTiiiR1JBlbMOZ,1573469949612729,明星名人,娱乐明星,481159
2775,6YaJnUfN51JCMFNQo,1521947091477935,搞笑,生活趣事,481084
2776,7dBT8QLz31JEhPmbL,1576313855783929,搞笑,逗比,481014
2777,79LHNDOxL1JCuuJiA,1562785008863917,新闻资讯,社会民生,480747
2778,7f3Vj43061JAh2qUb,1581427860180802,影视综艺,影视周边,480578
2779,77dY3kah11JuOF0Vg,1553825461505303,搞笑,逗比,480542
2780,7hcsh3KnI1JCno0zy,1588955694037102,情感,亲情,480354
2781,7hsrYa2w61JBIyILQ,1589864218555742,生活,生活随拍,479082
2782,7h10xkD1d1JuSlWYN,1588305480171031,情感,两性情感其他,479055
2783,7gY2bhJAN1JAF3ZC2,1588136585960837,情感,亲情,479046
2784,7cOXBHvQJ1JxZm7w0,1573534735080025,工业/机械/施工,建筑施工,478561
2785,72zqKqOTC1JCQBXNL,1537436482109392,颜值,美女,478311
2786,73IuAEqfZ1JCjUz2m,1541472818845703,情感,亲情,478290
2787,7781npYEd1JyrqeoA,1553487705402293,搞笑,剧情段子,478163
2788,78gkp7Edi1JCNG2S3,1557481153601200,新闻资讯,其他,478125
2789,78gkp7Edi1JCNG2S3,1557481153601200,新闻资讯,时政外交,478125
2790,7cKkckono1JDRV9A1,1573271430038570,影视综艺,影视片段,477580
2791,7dvym3zTG1JEc4P3x,1575954010726736,新闻资讯,社会民生,477556
2792,77cvIdU1H1JA8ewiU,1553742697754945,运动,武术搏击,477552
2793,76LfgdOr71JDB34Zk,1552194019509969,搞笑,剧情段子,477319
2794,747uULHuJ1JBcK2AH,1542893121996581,搞笑,搞笑文字/表情包,477155
2795,7fpDOXiqN1JxZJxUq,1582661446206445,搞笑,剧情段子,476962
2796,7gQG9OVoL1JDtdGcf,1587718807746979,知识,其他,476687
2797,7crVivDDB1JDbxZLt,1572226213815547,新闻资讯,社会民生,476633
2798,77bNgIktK1JCKBAX1,1553701981424452,生活,生活随拍,476401
2799,76H01mM5a1JzaYF9T,1551952857066016,新闻资讯,社会民生,476379
2800,7czBhdDnc1JCpkjWS,1572662273976322,明星名人,娱乐明星,476270
2801,76Z3zieye1JAcheg1,1552978511018242,汽车/摩托车,汽车知识,476142
2802,76yQbpIvK1JDb3BaY,1551489442317640,新闻资讯,其他,476068
2803,72oMHGnvk1JBLnYsc,1536831793819218,游戏,MOBA类-王者荣耀,475894
2804,748SivfrT1Jw92YC5,1542971343998309,新闻资讯,社会民生,475581
2805,78qZSioNc1JxkStSY,1558087148479226,情感,亲情,475498
2806,79Enl8vov1Jzb4unM,1562368663359003,新时代,公益/互助/环保,475395
2807,76OCRDilA1JCoPIVj,1552386044069466,搞笑,逗比,475337
2808,73FBAyf6X1JD9eh9t,1541308829595963,工业/机械/施工,工厂加工制作,475308
2809,6Zpjh7hKa1JEjJ4Xn,1526296789835690,搞笑,剧情段子,475218
2810,79tZYyuZi1JzVDIJj,1561779256287264,搞笑,搞笑街采,474857
2811,752ijf3Tq1Jz8zVkQ,1546119187327728,运动,武术搏击,474648
2812,7htfmXkux1JCTdDtX,1589909475443741,亲子,亲子互动,474623
2813,7gqQhBA5r1JxlC5i0,1586251277980617,亲子,婴幼儿童日常,474464
2814,7fY1XKAF51JBKSDmd,1584614771363107,萌宠,猫,474294
2815,77DUEzLIL1JCPrYoN,1555299153542459,汽车/摩托车,摩托车,474101
2816,76T0zvFVv1JAUcezj,1552634964409737,新闻资讯,交通资讯,473855
2817,7cTlOh0wv1JDpMkF6,1573784108985751,明星名人,娱乐明星,473720
2818,73riSulBn1JzTjlUI,1540496484819665,工业/机械/施工,机械/修理,473623
2819,72mQa2JRr1JzSCxvD,1536721360813109,影视综艺,影视片段,473458
2820,7dGmts1mz1JDSOiTB,1576567928983979,影视综艺,综艺节目,473009
2821,7dPsaYDTz1Jyti6Yx,1577084354925457,汽车/摩托车,秀汽车,472759
2822,79x4a4eEY1JyqjmNj,1561953491628772,搞笑,逗比,472632
2823,74yXd0dSx1JDa9vKb,1544452649511769,影视综艺,影视片段,472470
2824,7dc3jK9Qs1Jw9QGMv,1574846371951800,生活,校园生活,472384
2825,7cPogz7B51Jv7QjJE,1573559158363583,影视综艺,原创微剧,472017
2826,71UhaiPI61JCKrK0z,1535098893403370,游戏,MOBA类-王者荣耀,471828
2827,7gKJIYFMx1JwDSV9O,1587381274226981,长尾才艺,特效炫技,471685
2828,6YVY16jmG1JCMvdUh,1524630107560810,新时代,其他,471579
2829,77KdH0yzb1JDS2B3P,1555657397416733,知识,风水面相玄学,471577
2830,6YxUxPEsN1JwXFOcR,1523263721024081,影视综艺,综艺节目,471488
2831,7cP1WKskD1Jzaye4F,1573538710615871,美食,美食教学,471382
2832,75umwxbIw1JDc8yIe,1547713454867756,工业/机械/施工,机械/修理,471273
2833,7dvA8k7Ev1JBH2yRv,1575955640066699,新闻资讯,社会民生,471215
2834,76x1ZTG2R1JEjGFkI,1551386665264785,新闻资讯,其他,470798
2835,77wG6iv2P1JzWF96O,1554888219522619,三农,农家生活,470718
2836,7gOasF6Q81JCNT5hr,1587576169436272,明星名人,娱乐明星,470610
2837,778hHw4qg1JvYWjpD,1553502660506492,三农,农家生活,470600
2838,6YATht6961JDR0rJt,1523432963801492,新时代,其他,470589
2839,71rEcXrKj1JBMiEXw,1533472796858571,情感,亲情,470580
2840,7hu2rP6ZU1JCFIJUp,1589954437875694,工业/机械/施工,建筑施工,470342
2841,7dl560SO91JDcuzt3,1575359203455101,运动,瑜伽/普拉提,470033
2842,76GyMn5pF1JuakpIZ,1551927899908819,搞笑,逗比,469965
2843,74c91SnYu1JBdzFe0,1543157073279810,颜值,美女,469873
2844,7hsrYa2w61JCx4GHJ,1589864218555742,工业/机械/施工,工厂加工制作,469784
2845,77fUWYmzx1JA7RS89,1553936219724019,搞笑,逗比,469746
2846,70fWKDPDV1JB05iED,1529286567537055,搞笑,生活趣事,469721
2847,751bLZywM1JBHdMfQ,1546056398980576,长尾才艺,绝技,469622
2848,77hJjK7kk1JzSUedy,1554039163061736,工业/机械/施工,建筑施工,469559
2849,6YWcOztU41JDthEm1,1524643664412944,新时代,公益/互助/环保,469145
2850,7gktdneCD1JCKz4Q3,1585889342987531,明星名人,体育明星,469079
2851,7czEzYVS71JDPrlBL,1572665299621391,明星名人,娱乐明星,469050
2852,705rgpt481JCOS1qz,1528689718349964,搞笑,恶搞整蛊,468672
2853,768mMTpEZ1JCJV7z6,1549985706009305,搞笑,逗比,468606
2854,730nu7yan1Jz7sfOZ,1538967099057747,三农,农家生活,467967
2855,74FLk5wgd1JwXgTVZ,1544839362263525,三农,农家生活,467964
2856,76XOANevI1JEQr6uz,1552907990954526,新时代,公益/互助/环保,467880
2857,7cp6vhOhL1JxlkjYc,1572066079366653,运动,武术搏击,467650
2858,722burNs41JyKzDSi,1535548096154040,亲子,萌娃,467599
2859,7cEEVLelp1JD3fMj7,1572949622613119,情感,两性情感其他,467514
2860,76DHZXLqA1JD49pE4,1551765945231236,新闻资讯,社会民生,467486
2861,6ZKjP9vXX1JzvcQ94,1527490097709705,搞笑,剧情段子,467408
2862,76H01mM5a1JDRYej1,1551952857066016,新闻资讯,交通资讯,467215
2863,6YATht6961JC6hKAb,1523432963801492,新时代,其他,467185
